Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,SMA_50,Daily_Return,Volatility_20d,Target
2021-09-13 00:00:00-04:00,286.1044662823442,287.05640501689754,282.7679417050382,285.5660095214844,23652900,0.0,0.0,288.4534545898438,278.68935729980467,0.004328924877220253,0.009389865748289348,1
2021-09-14 00:00:00-04:00,288.0371678804035,289.796791808923,286.6333362364003,288.2583312988281,21853400,0.0,0.0,288.08807983398435,279.1253283691406,0.009428019048398628,0.00952009132678747,1
2021-09-15 00:00:00-04:00,291.59476661194844,293.5755240081629,290.21015551156955,293.0947570800781,28356300,0.0,0.0,288.3707702636719,279.6578356933594,0.016778095396091874,0.010022173351837475,1
2021-09-16 00:00:00-04:00,292.0755692493566,293.5659351711585,289.19096732817496,293.4794006347656,19550800,0.0,0.0,288.696728515625,280.1544647216797,0.0013123522185094494,0.009837100063782049,0
2021-09-17 00:00:00-04:00,292.46975710578755,292.7870503575158,288.00822606299056,288.33514404296875,41372500,0.0,0.0,288.5736480712891,280.59638549804686,-0.01752850994199384,0.009816478326744758,0
2021-09-20 00:00:00-04:00,284.93140536294595,287.2294860954919,278.383360066102,282.9794921875,38278700,0.0,0.0,287.9159698486328,280.9212121582031,-0.018574398459976216,0.008808607749045613,1
2021-09-21 00:00:00-04:00,284.31595379410885,286.09479733126966,282.7582736118841,283.4601745605469,22364100,0.0,0.0,287.39866027832034,281.2675524902344,0.0016986473801725577,0.008821743139586277,1
2021-09-22 00:00:00-04:00,285.3160036325235,288.6717480113228,283.18139690958066,287.0948181152344,26626300,0.0,0.0,287.24192810058594,281.61633728027346,0.012822413449516734,0.009296903220912393,1
2021-09-23 00:00:00-04:00,287.3544589280449,289.32559200827507,286.08522692976766,288.0371398925781,18604600,0.0,0.0,287.4640411376953,281.9546014404297,0.003282266756084562,0.009330777832227948,0
2021-09-24 00:00:00-04:00,286.7582917069234,288.26787776636394,285.5082799167376,287.835205078125,14999000,0.0,0.0,287.8140472412109,282.3172332763672,-0.0007010721413510668,0.00907209948546631,0
2021-09-27 00:00:00-04:00,284.7486540480037,285.0659473135494,281.67173392975803,282.85443115234375,23571700,0.0,0.0,287.5428894042969,282.58562561035154,-0.01730425548337411,0.009849193602015695,0
2021-09-28 00:00:00-04:00,278.6525374846611,279.59485135493725,271.87373461890644,272.6141052246094,43186200,0.0,0.0,285.978466796875,282.7209948730469,-0.03620351954896195,0.012094498628159006,1
2021-09-29 00:00:00-04:00,274.1333769693656,275.7391224791571,272.1237742275419,273.07568359375,26353700,0.0,0.0,283.9765594482422,282.8212573242188,0.001693156591293432,0.012132402460856633,0
2021-09-30 00:00:00-04:00,274.71978361540346,276.7582303525769,270.787114326483,271.0755920410156,32343600,0.0,0.0,281.7361785888672,282.8415966796875,-0.0073243121702109,0.01215066534147304,1
2021-10-01 00:00:00-04:00,271.2679443559621,278.8256162130786,270.46988411493584,277.9794616699219,30086300,0.0,0.0,280.7006103515625,282.9090325927734,0.025468429587941932,0.01375575951809817,0
2021-10-04 00:00:00-04:00,276.3448992444517,276.68144205400307,269.4699361794418,272.21990966796875,31350700,0.0,0.0,279.62465209960936,282.7935235595703,-0.020719343678678448,0.014368178616245461,1
2021-10-05 00:00:00-04:00,273.12371126636924,279.22945781834716,273.12371126636924,277.6525573730469,24993000,0.0,0.0,279.04389038085935,282.79856689453123,0.019956834574313076,0.015255515492411255,1
2021-10-06 00:00:00-04:00,274.78720381326485,282.33525208926756,274.5276001795463,281.8352355957031,28002600,0.0,0.0,278.51793212890624,282.93544189453127,0.015064432549189544,0.01571502046625077,1
2021-10-07 00:00:00-04:00,283.82556353271264,285.2294241243567,282.61405079814455,283.5082702636719,20430500,0.0,0.0,278.06504516601564,283.1119195556641,0.005936215407674306,0.015647237374070207,0
2021-10-08 00:00:00-04:00,284.8255669837104,285.2294241243567,282.4602018561691,283.5082702636719,17685700,0.0,0.0,277.6323516845703,283.2830224609375,0.0,0.015604799691068205,0
2021-10-11 00:00:00-04:00,281.6525327868535,286.5082674148435,281.4890591068928,282.9121398925781,19298600,0.0,0.0,277.63812255859375,283.4727215576172,-0.0021026912920012464,0.015576504708432306,0
2021-10-12 00:00:00-04:00,283.9794400643769,284.0755993304145,281.10446287508915,281.61407470703125,17974100,0.0,0.0,278.5381195068359,283.6381866455078,-0.004588227235634901,0.015427979489825846,1
2021-10-13 00:00:00-04:00,283.5659981485587,285.84482905516467,282.20060694439593,284.9121398925781,23416300,0.0,0.0,279.7217651367188,283.8254669189453,0.01171129386547154,0.01515904717999315,1
2021-10-14 00:00:00-04:00,287.700592428169,291.6044182903468,286.3736707555064,291.10443115234375,27262900,0.0,0.0,281.7246490478516,284.14830200195314,0.021734037946225637,0.016008603901166214,1
2021-10-15 00:00:00-04:00,290.7102062536316,292.73905839342854,288.9602072094581,292.5082702636719,25384800,0.0,0.0,283.1775299072266,284.4414385986328,0.004822458750528114,0.015513922374108523,1
2021-10-18 00:00:00-04:00,291.89281968974484,296.35432121688916,291.0466652595065,295.4697265625,22729300,0.0,0.0,285.5025115966797,284.7949584960937,0.010124350659072467,0.014940970943394185,1
2021-10-19 00:00:00-04:00,296.4888839727821,297.4023232636053,295.4023463371175,296.3735046386719,17682100,0.0,0.0,287.3746063232422,285.18824279785156,0.003058784013802107,0.014941335824765293,0
2021-10-20 00:00:00-04:00,297.31586265453666,297.7870341774877,294.3351019599555,295.5851135253906,16537100,0.0,0.0,288.7495941162109,285.60203430175784,-0.002660126836379728,0.014769554734175521,1
2021-10-21 00:00:00-04:00,295.35437134682337,299.0562532662077,294.5755019170204,298.8062744140625,16918100,0.0,0.0,290.27939453125,286.07046081542967,0.010897574814420441,0.014913685965964004,0
2021-10-22 00:00:00-04:00,298.46017618446604,299.1236370552111,295.96018167739544,297.26788330078125,17449300,0.0,0.0,291.6553558349609,286.4532232666016,-0.005148456525211564,0.014988158514602909,0
2021-10-25 00:00:00-04:00,297.4601644586546,297.49863403751334,294.6717215370627,296.2774963378906,17554500,0.0,0.0,292.9918914794922,286.75782958984377,-0.0033316312273415916,0.014367479254801259,1
2021-10-26 00:00:00-04:00,299.03708430610516,300.3832260837612,296.7294084953105,298.1813049316406,28107300,0.0,0.0,294.64861450195315,287.066923828125,0.006425761717585132,0.011134388667384273,1
2021-10-27 00:00:00-04:00,303.8447410132644,313.55624018654,303.8447410132644,310.73895263671875,52588700,0.0,0.0,297.2312957763672,287.6563439941406,0.04211413491518856,0.013910716364233662,1
2021-10-28 00:00:00-04:00,311.854316213441,312.37355280117015,308.9985589964651,311.8735656738281,26297900,0.0,0.0,299.30820922851564,288.302880859375,0.0036513382937086725,0.013545348046437852,1
2021-10-29 00:00:00-04:00,311.6620115299265,319.2292792064878,311.44084815229064,318.8638916015625,34766000,0.0,0.0,301.9437713623047,288.9730712890625,0.022413973792973385,0.013343304126061793,0
2021-11-01 00:00:00-04:00,318.61388266615893,318.73888677742633,313.81583753903345,316.700439453125,27073200,0.0,0.0,304.0668426513672,289.45402954101564,-0.006784876574048915,0.012130159639665732,1
2021-11-02 00:00:00-04:00,317.6042027132586,320.62343269810947,317.3061296056689,320.31573486328125,26487100,0.0,0.0,306.4610656738281,290.00171752929685,0.011415504873940607,0.01182103375833947,1
2021-11-03 00:00:00-04:00,321.05624550181125,322.0177796478746,317.9312595271054,321.15240478515625,21500100,0.0,0.0,309.0177947998047,290.6051776123047,0.002612016303951137,0.011714556470103128,1
2021-11-04 00:00:00-04:00,320.0850102498618,323.594602855101,316.8350212145878,323.4984436035156,23992200,0.0,0.0,311.48701171875,291.2672894287109,0.00730506383699292,0.011714380250219812,0
2021-11-05 00:00:00-04:00,325.488795522106,325.7580237953972,321.55612604910704,323.1330261230469,22570100,0.0,0.0,314.0735260009766,291.9782458496094,-0.0011295803355289014,0.01175096563752457,1
2021-11-08 00:00:00-05:00,324.3254474977967,324.6619903091156,321.57547399482706,324.0273742675781,20897000,0.0,0.0,316.8485137939453,292.6949743652344,0.0027677398230123718,0.011610155845113797,0
2021-11-09 00:00:00-05:00,324.1426973147689,325.69078224022303,321.6619526233949,323.02734375,21307400,0.0,0.0,319.33311767578124,293.3172796630859,-0.0030862531903008694,0.011536760910201869,0
2021-11-10 00:00:00-05:00,321.7004414585655,321.75813115179415,317.22931417120816,318.075439453125,25500900,0.0,0.0,320.0667663574219,293.87343139648436,-0.015329675312896751,0.0124937006102795,1
2021-11-11 00:00:00-05:00,318.50821889815046,320.93127463366,317.7966929462929,319.642822265625,16849800,0.0,0.0,320.84369201660155,294.4618914794922,0.004927707763902944,0.011902157737508383,1
2021-11-12 00:00:00-05:00,321.07541697774906,324.258091880674,320.9504128741325,323.7677001953125,23831000,0.0,0.0,321.3340728759766,295.1459265136719,0.012904647445077577,0.012041025408367958,0
